Empresa,Resolución,Fecha,Expediente,Multa (UT),Unidad,Multa ($),Discriminación,Tipo Sanción,Año
Telefónica de Argentina S.A.,452-APN-ENACOM#MM/2018,26/01/18,8260-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Personal S.A.,453-APN-ENACOM#MM/2018,26/01/18,5782-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,454-APN-ENACOM#MM/2018,26/01/18,10123-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,419-APN-ENACOM#MM/2018,26/01/18,8340-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,420-APN-ENACOM#MM/2018,26/01/18,3841-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Baja Servicio,Multa,2018
Telecom Argentina S.A.,421-APN-ENACOM#MM/2018,26/01/18,6117-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telefónica de Argentina S.A.,422-APN-ENACOM#MM/2018,26/01/18,12804-EXPENACOM/2016,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,423-APN-ENACOM#MM/2018,26/01/18,2731-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,424-APN-ENACOM#MM/2018,26/01/18,3400-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Metas,2018
Telecom Personal S.A.,425-APN-ENACOM#MM/2018,26/01/18,2978-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telefónica de Argentina S.A.,430-APN-ENACOM#MM/2018,26/01/18,4886-EXPENACOM/2016,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,480-APN-ENACOM#MM/2018,26/01/18,4649-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,481-APN-ENACOM#MM/2018,26/01/18,5208-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telefónica Moviles Argentina,489-APN-ENACOM#MM/2018,26/01/18,11178-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio Titularidad,Multa,2018
Telecom Argentina S.A.,490-APN-ENACOM#MM/2018,26/01/18,8403-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,492-APN-ENACOM#MM/2018,26/01/18,4282-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,493-APN-ENACOM#MM/2018,26/01/18,1195-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,494-APN-ENACOM#MM/2018,26/01/18,11995-EXPENACOM/2016,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Personal S.A.,495-APN-ENACOM#MM/2018,26/01/18,6563-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,496-APN-ENACOM#MM/2018,26/01/18,10629-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,499-APN-ENACOM#MM/2018,26/01/18,4826-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,455-APN-ENACOM#MM/2018,26/01/18,5486-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,456-APN-ENACOM#MM/2018,26/01/18,5634-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telefónica de Argentina S.A.,457-APN-ENACOM#MM/2018,26/01/18,13202-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,458-APN-ENACOM#MM/2018,26/01/18,5463-EXPENACOM/2017,$ 100.000,UT,$ 4.690,Facturación,Multa,2018
Telecom Argentina S.A.,459-APN-ENACOM#MM/2018,26/01/18,4365-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telefónica de Argentina S.A.,460-APN-ENACOM#MM/2018,06/01/18,6251-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,461-APN-ENACOM#MM/2018,26/01/18,6392-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,462-APN-ENACOM#MM/2018,26/01/18,10607-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,463-APN-ENACOM#MM/2018,26/01/18,7370-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Personal S.A.,464-APN-ENACOM#MM/2018,26/01/18,16349-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Facturación,Multa,2018
Telefónica de Argentina S.A.,465-APN-ENACOM#MM/2018,26/01/18,8963-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Personal S.A.,466-APN-ENACOM#MM/2018,26/01/18,8836-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Servicio Deficiente,Multa,2018
Telecom Argentina S.A.,468-APN-ENACOM#MM/2018,26/01/18,9689-EXPENACOM/2016,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,477-APN-ENACOM#MM/2018,26/01/18,8337-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,478-APN-ENACOM#MM/2018,26/01/18,5510-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telefónica Moviles Argentina,479-APN-ENACOM#MM/2018,26/01/18,7823-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Servicio Deficiente,Multa,2018
Telecom Argentina S.A.,504-APN-ENACOM#MM/2018,26/01/18,4832-EXPENACOM/2017,$ 900.000,UT,$ 42.210,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,535-APN-ENACOM#MM/2018,29/01/18,12467-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telefónica de Argentina S.A.,539-APN-ENACOM#MM/2018,29/01/18,11515-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,543-APN-ENACOM#MM/2018,29/01/18,7393-EXPENACOM/2016,$ 1.200.000,UT,$ 56.280,Instalación Servicio,Multa,2018
Telefónica de Argentina S.A.,553-APN-ENACOM#MM/2018,31/01/18,9973-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,554-APN-ENACOM#MM/2018,31/01/18,9461-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telecom Argentina S.A.,555-APN-ENACOM#MM/2018,31/01/18,10188-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,556-APN-ENACOM#MM/2018,31/01/18,5465-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,557-APN-ENACOM#MM/2018,31/01/18,9482-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,558-APN-ENACOM#MM/2018,31/01/18,5207-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,559-APN-ENACOM#MM/2018,31/01/18,7795-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Internet,Multa,2018
Telecom Argentina S.A.,560-APN-ENACOM#MM/2018,31/01/18,4933-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Baja Servicio,Multa,2018
Telecom Argentina S.A.,561-APN-ENACOM#MM/2018,31/01/18,10103-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,562-APN-ENACOM#MM/2018,31/01/18,10407-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,563-APN-ENACOM#MM/2018,31/01/18,2578-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telefónica Moviles Argentina,564-APN-ENACOM#MM/2018,31/01/18,1284-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Servicio Deficiente,Multa,2018
Telecom Argentina S.A.,614-APN-ENACOM#MM/2018,02/01/18,9374-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Guia Telefónica,Multa,2018
Telecom Argentina S.A.,878-APN-ENACOM#MM/2018,20/01/18,5667-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,879-APN-ENACOM#MM/2018,20/01/18,4746-EXPENACOM/2016,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,880-APN-ENACOM#MM/2018,20/01/18,5706-EXPENACOM/2017,$ 100.000,UT,$ 4.690,Facturación,Multa,2018
Telecom Argentina S.A.,881-APN-ENACOM#MM/2018,20/01/18,3458-EXPENACOM/2016,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,882-APN-ENACOM#MM/2018,20/01/18,10261-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,883-APN-ENACOM#MM/2018,20/01/18,15919-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,884-APN-ENACOM#MM/2018,20/01/18,27733154-EX-APN-SDYME#ENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
A.M.X. Argentina S.A.,935-APN-ENACOM#MM/2018,21/01/18,1760-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Servicio Deficiente,Multa,2018
Telecom Personal S.A.,947-APN-ENACOM#MM/2018,21/01/18,3659-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Facturación,Multa,2018
Telecom Argentina S.A.,948-APN-ENACOM#MM/2018,21/01/18,13273-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telefónica de Argentina S.A.,949-APN-ENACOM#MM/2018,21/01/18,8252-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,951-APN-ENACOM#MM/2018,21/01/18,7546-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,950-APN-ENACOM#MM/2018,21/01/18,60-EXPAFTIC/2015,$ 1.600.000,UT,$ 75.040,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,952-APN-ENACOM#MM/2018,21/01/18,16977-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,953-APN-ENACOM#MM/2018,21/01/18,9932-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,954-APN-ENACOM#MM/2018,21/01/18,2249-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Facturación,Multa,2018
Telecom Argentina S.A.,955-APN-ENACOM#MM/2018,21/01/18,3063-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telefónica de Argentina S.A.,956-APN-ENACOM#MM/2018,21/01/18,16136-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,957-APN-ENACOM#MM/2018,21/01/18,2280-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,958-APN-ENACOM#MM/2018,21/01/18,11652-EXPENACOM/2017,$ 1.300.000,UT,$ 60.970,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,959-APN-ENACOM#MM/2018,21/01/18,11899-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,960-APN-ENACOM#MM/2018,21/01/18,10111-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,961-APN-ENACOM#MM/2018,21/01/18,10229-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,962-APN-ENACOM#MM/2018,21/01/18,8571-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,963-APN-ENACOM#MM/2018,21/01/18,15113-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telefónica de Argentina S.A.,964-APN-ENACOM#MM/2018,21/01/18,5394-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,965-APN-ENACOM#MM/2018,21/01/18,1159-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,966-APN-ENACOM#MM/2018,21/01/18,7611-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,968-APN-ENACOM#MM/2018,21/01/18,5785-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica Moviles Argentina,967-APN-ENACOM#MM/2018,21/01/18,4056-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,969-APN-ENACOM#MM/2018,21/01/18,9483-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,970-APN-ENACOM#MM/2018,21/01/18,4055-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,971-APN-ENACOM#MM/2018,21/01/18,11233-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,972-APN-ENACOM#MM/2018,21/01/18,9900-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,973-APN-ENACOM#MM/2018,21/01/18,4716-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Personal S.A.,974-APN-ENACOM#MM/2018,21/01/18,11577-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Facturación,Multa,2018
Telecom Argentina S.A.,975-APN-ENACOM#MM/2018,21/01/18,10133-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,976-APN-ENACOM#MM/2018,21/01/18,3038-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,977-APN-ENACOM#MM/2018,21/01/18,9530-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,978-APN-ENACOM#MM/2018,21/01/18,13262-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,979-APN-ENACOM#MM/2018,21/01/18,1504-EXPAFTIC/2015,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2018
Telecom Personal S.A.,999-APN-ENACOM#MM/2018,21/01/18,7084-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Facturación,Multa,2018
Telecom Argentina S.A.,1000-APN-ENACOM#MM/2018,21/01/18,9937-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,1001-APN-ENACOM#MM/2018,21/01/18,87-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,980-APN-ENACOM#MM/2018,21/01/18,9956-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,1002-APN-ENACOM#MM/2018,21/01/18,5838-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1003-APN-ENACOM#MM/2018,21/01/18,3958-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telefónica de Argentina S.A.,981-APN-ENACOM#MM/2018,21/01/18,12574-EXPENACOM/2017,$ 100.000,UT,$ 4.690,Incomunicación,Multa,2018
Telecom Argentina S.A.,982-APN-ENACOM#MM/2018,21/01/18,10920-EXPENACOM/2016,$ 500.000,UT,$ 23.450,Baja Servicio,Multa,2018
Telecom Argentina S.A.,1004-APN-ENACOM#MM/2018,21/01/18,6095-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,1021-APN-ENACOM#MM/2018,21/01/18,10921-EXPENACOM/2016,,UT,$ 0,Guia Telefónica,Apercibimiento,2018
Telecom Argentina S.A.,983-APN-ENACOM#MM/2018,21/01/18,8389-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1062-APN-ENACOM#MM/2018,21/01/18,149-EXPCNC/2015,$ 3.200.000,UT,$ 150.080,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1063-APN-ENACOM#MM/2018,21/01/18,9954-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1064-APN-ENACOM#MM/2018,21/01/18,9431-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1065-APN-ENACOM#MM/2018,21/01/18,9953-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,1066-APN-ENACOM#MM/2018,21/01/18,8759-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1067-APN-ENACOM#MM/2018,21/01/18,13571-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,1068-APN-ENACOM#MM/2018,21/01/18,9749-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Baja Servicio,Multa,2018
Telecom Argentina S.A.,1069-APN-ENACOM#MM/2018,21/01/18,5709-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1070-APN-ENACOM#MM/2018,21/01/18,1409-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1071-APN-ENACOM#MM/2018,21/01/18,7240-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,984-APN-ENACOM#MM/2018,21/01/18,9999-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,985-APN-ENACOM#MM/2018,21/01/18,383-EXPENACOM/2016,$ 2.000.000,UT,$ 93.800,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,986-APN-ENACOM#MM/2018,21/01/18,2562-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,987-APN-ENACOM#MM/2018,21/01/18,2370-EXPAFTIC/2015,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2018
A.M.X. Argentina S.A.,988-APN-ENACOM#MM/2018,21/01/18,3782-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,989-APN-ENACOM#MM/2018,21/01/18,13333-EXPENACOM/2016,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,990-APN-ENACOM#MM/2018,21/01/18,1553-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,991-APN-ENACOM#MM/2018,21/01/18,4482-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,992-APN-ENACOM#MM/2018,21/01/18,2586-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,993-APN-ENACOM#MM/2018,21/01/18,4945-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telecom Argentina S.A.,994-APN-ENACOM#MM/2018,21/01/18,7059-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,995-APN-ENACOM#MM/2018,21/01/18,7264-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,996-APN-ENACOM#MM/2018,21/01/18,5875-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telefónica de Argentina S.A.,997-APN-ENACOM#MM/2018,21/01/18,5961-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1072-APN-ENACOM#MM/2018,21/01/18,7224-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Personal S.A.,1073-APN-ENACOM#MM/2018,21/01/18,4822-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Crédito Carga,Multa,2018
Telecom Argentina S.A.,1074-APN-ENACOM#MM/2018,21/01/18,6853-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1075-APN-ENACOM#MM/2018,21/01/18,9415-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1076-APN-ENACOM#MM/2018,21/01/18,5693-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telecom Argentina S.A.,1077-APN-ENACOM#MM/2018,21/01/18,6369-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telefónica de Argentina S.A.,1078-APN-ENACOM#MM/2018,21/01/18,9892-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1079-APN-ENACOM#MM/2018,21/01/18,4761-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,1080-APN-ENACOM#MM/2018,21/01/18,9627-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1081-APN-ENACOM#MM/2018,21/01/18,10155-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1082-APN-ENACOM#MM/2018,21/01/18,5934-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1083-APN-ENACOM#MM/2018,21/01/18,8251-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1084-APN-ENACOM#MM/2018,21/01/18,11302-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telefónica de Argentina S.A.,1085-APN-ENACOM#MM/2018,21/01/18,3860-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telefónica de Argentina S.A.,1086-APN-ENACOM#MM/2018,21/01/18,3820-EXPAFTIC/2015,$ 4.000.000,UT,$ 187.600,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,1087-APN-ENACOM#MM/2018,21/01/18,9705-EXPENACOM/2017,$ 100.000,UT,$ 4.690,Facturación,Multa,2018
Telecom Argentina S.A.,998-APN-ENACOM#MM/2018,21/01/18,16234-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1088-APN-ENACOM#MM/2018,21/01/18,6250-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telecom Argentina S.A.,1089-APN-ENACOM#MM/2018,21/01/18,6655-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telefónica de Argentina S.A.,1090-APN-ENACOM#MM/2018,21/01/18,8362-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1091-APN-ENACOM#MM/2018,21/01/18,7517-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,1092-APN-ENACOM#MM/2018,21/01/18,7390-EXPAFTIC/2015,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1093-APN-ENACOM#MM/2018,21/01/18,10091-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telefónica de Argentina S.A.,1094-APN-ENACOM#MM/2018,21/01/18,9568-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1095-APN-ENACOM#MM/2018,21/01/18,7905-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Internet,Multa,2018
Telecom Argentina S.A.,1096-APN-ENACOM#MM/2018,21/01/18,7359-EXPENACOM/2017,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2018
A.M.X. Argentina S.A.,1097-APN-ENACOM#MM/2018,21/01/18,9056-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,1098-APN-ENACOM#MM/2018,21/01/18,8864-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1099-APN-ENACOM#MM/2018,21/01/18,7092-EXPENACOM/2017,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1100-APN-ENACOM#MM/2018,21/01/18,6710-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Internet,Multa,2018
Telefónica de Argentina S.A.,1101-APN-ENACOM#MM/2018,21/01/18,5533-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Personal S.A.,1102-APN-ENACOM#MM/2018,21/01/18,5520-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Facturación,Multa,2018
Telecom Argentina S.A.,1103-APN-ENACOM#MM/2018,21/01/18,2667-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación y Servicios,Multa,2018
Telecom Argentina S.A.,1104-APN-ENACOM#MM/2018,21/01/18,2390-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,1105-APN-ENACOM#MM/2018,21/01/18,9936-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1106-APN-ENACOM#MM/2018,21/01/18,8941-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1107-APN-ENACOM#MM/2018,21/01/18,8387-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
